house_type,room_count,house_size,location,city,latitude,longitude,num_bathrooms,num_balconies,security_deposit,status,price
Villa ,5 BHK,6251.0,Chattarpur,Delhi,28.49946976,77.19647217,4.0,2.0,>100k,Unfurnished,704405
Apartment ,2 BHK,1205.0,Aundh,Pune,18.56634712,73.81490326,2.0,2.0,<=100k,Unfurnished,25000
,2 BHK,995.0,Andheri East,Mumbai,19.12240219,72.88565063,2.0,1.0,>100k,Semi-Furnished,65000
,1 BHK,450.0,Chattarpur,Delhi,28.4950943,77.18090057,1.0,0.0,0,Semi-Furnished,9500
,2 BHK,1100.0,Kharghar,Mumbai,19.04759026,73.0774765,2.0,0.0,0,Furnished,40000
Apartment ,2 BHK,800.0,Dadar West,Mumbai,19.02109528,72.83779144,2.0,0.0,0,Furnished,85000
Apartment ,3 BHK,1398.0,Wagholi,Pune,18.58956146,73.96814728,,3.0,<=100k,Unfurnished,35000
,2 BHK,1020.0,Borivali East,Mumbai,19.21999931,72.86000061,2.0,1.0,>100k,Unfurnished,45000
Apartment ,2 BHK,1000.0,Kondhwa,Pune,18.47638512,73.89437866,2.0,1.0,<=100k,Unfurnished,23000
Apartment ,3 BHK,1405.0,Lohegaon,Pune,18.62320328,73.91668701,3.0,0.0,0,Semi-Furnished,26000
Apartment ,2 BHK,1090.0,Wagholi,Pune,18.58727837,74.00176239,2.0,2.0,<=100k,Unfurnished,14000
Studio Apartment ,1 RK,,East of Kailash,Delhi,28.55871391,77.25095367,,1.0,<=100k,Furnished,13000
Apartment ,2 BHK,1000.0,Kondhwa,Pune,18.44705772,73.89079285,2.0,1.0,<=100k,Unfurnished,24000
Apartment ,1 BHK,590.0,Thane West,Mumbai,19.26848221,72.97049713,2.0,3.0,<=100k,Semi-Furnished,15000
Apartment ,3 BHK,1520.0,Thane West,Mumbai,19.19026947,72.96784973,,0.0,0,Furnished,63000
Villa ,4 BHK,,Vasant Kunj,Delhi,28.52631378,77.14366913,4.0,2.0,>100k,Unfurnished,301012
Studio Apartment ,1 RK,150.0,Pitampura,Delhi,28.69966316,77.13161469,1.0,0.0,0,Semi-Furnished,7500
,1 BHK,641.0,Wadgaon Sheri,Pune,18.55397606,73.92414856,1.0,0.0,0,Unfurnished,17000
Apartment ,2 BHK,906.0,Wagholi,Pune,18.57494926,74.00061035,2.0,2.0,<=100k,Semi-Furnished,18000
Independent Floor ,3 BHK,2856.0,Green Park Extension,Delhi,28.55970383,77.20386505,3.0,2.0,>100k,Unfurnished,301022
Studio Apartment ,1 RK,340.0,Model Town,Delhi,28.71587372,77.19107056,1.0,0.0,0,Furnished,16000
Villa ,4 BHK,5896.0,Ghitorni,Delhi,28.49571991,77.13581085,,2.0,>100k,Unfurnished,564192
Independent House ,5 BHK,6521.0,Lodhi Estate,Delhi,28.59388924,77.22183228,4.0,2.0,>100k,Unfurnished,1010102
Apartment ,3 BHK,1250.0,Goregaon West,Mumbai,19.15450859,72.84287262,2.0,0.0,0,Semi-Furnished,82000
Apartment ,2 BHK,800.0,Kandivali West,Mumbai,19.20258904,72.82205963,2.0,0.0,0,Unfurnished,48000
Apartment ,2 BHK,1000.0,Hinjewadi,Pune,18.58396339,73.69768524,2.0,0.0,0,Unfurnished,17000
Apartment ,2 BHK,900.0,Rahatani,Pune,18.60302353,73.78948212,2.0,0.0,0,Semi-Furnished,23000
Apartment ,2 BHK,,Ville Parle East,Mumbai,19.0951004,72.8605957,2.0,0.0,0,Unfurnished,80000
Independent Floor ,2 BHK,1600.0,Safdarjung Development Area,Delhi,28.55068588,77.20052338,2.0,0.0,0,Semi-Furnished,65000
,2 BHK,800.0,Sector 19 Dwarka,Delhi,28.57611275,77.04671478,2.0,0.0,0,Furnished,30000
Apartment ,3 BHK,1500.0,Sangamvadi,Pune,18.54178619,73.88245392,2.0,0.0,0,Furnished,35000
Apartment ,2 BHK,,Baner,Pune,18.56068611,73.77831268,2.0,2.0,<=100k,Unfurnished,27000
Apartment ,1 BHK,460.0,Tardeo,Mumbai,18.97781944,72.81047821,1.0,0.0,0,Furnished,85000
Apartment ,1 BHK,550.0,Hadapsar,Pune,18.47051239,73.94250488,1.0,0.0,0,Semi-Furnished,6000
,3 BHK,1850.0,Powai,Mumbai,19.12353706,72.89595795,3.0,0.0,0,Semi-Furnished,90000
Apartment ,2 BHK,972.0,Malad West,Mumbai,19.18128777,72.83981323,2.0,0.0,>100k,Unfurnished,46000
,3 BHK,1856.0,Sarvpriya Vihar,Delhi,28.54276657,77.20674133,3.0,2.0,>100k,Unfurnished,235292
Apartment ,1 BHK,500.0,Andheri East,Mumbai,19.11686325,72.86997986,2.0,0.0,0,Semi-Furnished,45000
Independent Floor ,4 BHK,5896.0,Defence Colony,Delhi,28.57183075,77.23332977,4.0,2.0,>100k,Unfurnished,301012
Independent Floor ,3 BHK,2856.0,Gulmohar park,Delhi,28.55765915,77.21248627,3.0,2.0,>100k,Unfurnished,301012
Apartment ,2 BHK,994.0,Tathawade,Pune,18.6150074,73.75059509,2.0,1.0,<=100k,Unfurnished,20000
Apartment ,2 BHK,,Chattarpur,Delhi,28.49385643,77.18325043,,0.0,0,Semi-Furnished,20000
Apartment ,2 BHK,1900.0,Kothrud,Pune,21.17945862,72.80954742,3.0,0.0,0,Furnished,32000
Apartment ,2 BHK,830.0,Bhandup West,Mumbai,19.15110016,72.94132233,2.0,0.0,0,Furnished,35000
Independent House ,5 BHK,6521.0,Green Park,Delhi,28.55761909,77.20458984,4.0,2.0,>100k,Unfurnished,605041
Independent Floor ,3 BHK,2000.0,Defence Colony,Delhi,28.57263374,77.23251343,,0.0,0,Semi-Furnished,180000
,1 BHK,500.0,Handewadi,Pune,18.45766068,73.9354248,1.0,0.0,0,Unfurnished,6000
Apartment ,3 BHK,1690.0,Wagholi,Pune,18.58410645,74.00319672,2.0,3.0,,Semi-Furnished,20000
Independent Floor ,3 BHK,1300.0,laxmi nagar,Delhi,28.63550949,77.26966095,2.0,0.0,0,Furnished,20000
,2 BHK,920.0,Wagholi,Pune,18.58507729,73.97621155,2.0,0.0,<=100k,Unfurnished,18000
,5 BHK,6521.0,New Friends Colony,Delhi,28.56705093,77.27355957,4.0,2.0,>100k,Unfurnished,301022
,2 BHK,800.0,Andheri West,Mumbai,19.13553238,72.81269073,2.0,0.0,0,Semi-Furnished,70000
Apartment ,2 BHK,806.0,Andheri West,Mumbai,19.12880707,72.83333588,2.0,3.0,>100k,Furnished,70000
,3 BHK,2856.0,Golf Links,Delhi,28.59763908,77.23332977,3.0,2.0,>100k,Unfurnished,301101
,2 BHK,590.0,Dwarka Mor,Delhi,28.62432671,77.02622986,,0.0,0,Semi-Furnished,8000
Independent Floor ,2 BHK,1000.0,Patel Nagar,Delhi,28.64948845,77.16635895,2.0,0.0,0,Furnished,30000
Apartment ,1 BHK,572.0,Dhayari,Pune,18.45824623,73.79203033,2.0,1.0,<=100k,Unfurnished,10500
Apartment ,2 BHK,910.0,PANCHSHEEL VIHAR,Delhi,28.53346634,77.21969604,2.0,1.0,<=100k,Semi-Furnished,24000
Independent Floor ,5 BHK,6251.0,Sunder Nagar,Delhi,28.61843681,76.96178436,4.0,2.0,>100k,Unfurnished,401010
Apartment ,3 BHK,1618.0,Wagholi,Pune,18.58410645,74.00319672,3.0,0.0,<=100k,Semi-Furnished,30000
Apartment ,2 BHK,1045.0,Wagholi,Pune,18.57534027,73.95858765,2.0,0.0,<=100k,Semi-Furnished,16500
Apartment ,3 BHK,1400.0,Santacruz East,Mumbai,19.0793705,72.85626221,3.0,0.0,0,Unfurnished,75000
,2 BHK,950.0,Goregaon West,Mumbai,19.16693306,72.83876038,2.0,0.0,>100k,Unfurnished,48000
Apartment ,2 BHK,850.0,Dombivali,Mumbai,19.16758537,73.07501221,2.0,0.0,0,Unfurnished,13000
Apartment ,2 BHK,900.0,Andheri West,Mumbai,19.13805008,72.82532501,2.0,0.0,0,Furnished,60000
,1 BHK,750.0,Santacruz East,Mumbai,19.08069229,72.85571289,1.0,0.0,,Furnished,35000
Apartment ,2 BHK,1090.0,Wagholi,Pune,18.58279419,73.97045135,2.0,2.0,<=100k,Unfurnished,21000
Apartment ,1 BHK,900.0,Chattarpur,Delhi,28.49897003,77.24090576,1.0,0.0,0,Unfurnished,7000
Apartment ,1 BHK,550.0,Mira Road East,Mumbai,19.28087616,72.87459564,1.0,0.0,0,Semi-Furnished,12500
Apartment ,2 BHK,1300.0,Airoli,Mumbai,19.14341927,72.99730682,2.0,0.0,0,Furnished,30000
Independent Floor ,2 BHK,700.0,Uttam Nagar,Delhi,28.61945724,77.05670929,2.0,0.0,0,Furnished,13000
Apartment ,2 BHK,900.0,Sector 11 Dwarka,Delhi,28.58974075,77.04853821,2.0,0.0,0,Semi-Furnished,19500
Apartment ,1 BHK,700.0,Andheri West,Mumbai,19.13108253,72.81465149,,0.0,0,Unfurnished,35000
Apartment ,2 BHK,1020.0,Janakpuri,Delhi,28.62412453,77.08145905,2.0,1.0,<=100k,Semi-Furnished,20000
Independent Floor ,2 BHK,,Dabri,Delhi,28.60993385,77.09203339,2.0,0.0,0,Semi-Furnished,14000
Apartment ,1 BHK,624.0,Chembur,Mumbai,19.04956245,72.88802338,2.0,0.0,0,Semi-Furnished,39000
Apartment ,1 BHK,600.0,Kurla,Mumbai,19.06279755,72.88594818,1.0,0.0,0,Semi-Furnished,38000
Apartment ,1 BHK,,Virar,Mumbai,19.44832611,72.78582001,1.0,1.0,0,Semi-Furnished,6500
Independent Floor ,2 BHK,1800.0,Green Park,Delhi,28.55545235,77.20214081,2.0,0.0,0,Furnished,70000
Villa ,5 BHK,6521.0,West End,Delhi,28.57413292,77.16131592,4.0,2.0,>100k,Unfurnished,540105
Apartment ,2 BHK,1000.0,Thane West,Mumbai,19.25835991,72.98197174,,0.0,0,Semi-Furnished,47000
,2 BHK,1000.0,NIBM,Pune,18.47689629,73.89581299,2.0,1.0,,Semi-Furnished,28000
Independent Floor ,5 BHK,6521.0,New Friends Colony,Delhi,28.56705093,77.27355957,4.0,2.0,>100k,Unfurnished,401012
Apartment ,2 BHK,,Mahim,Mumbai,19.02898026,72.83972931,2.0,0.0,0,Semi-Furnished,80000
Apartment ,2 BHK,961.0,Wakad,Pune,18.59038162,73.77328491,2.0,0.0,<=100k,Furnished,30000
Apartment ,1 BHK,600.0,Santacruz East,Mumbai,19.07627678,72.86540222,1.0,0.0,,Semi-Furnished,32100
Apartment ,2 BHK,1200.0,Jogeshwari West,Mumbai,19.1398983,72.84290314,2.0,0.0,0,Semi-Furnished,60000
Independent Floor ,3 BHK,2700.0,Green Park,Delhi,28.55524445,77.20317078,3.0,0.0,,Semi-Furnished,80000
Independent Floor ,3 BHK,2856.0,Sarvodaya Enclave,Delhi,28.5376606,77.20207214,3.0,2.0,,Unfurnished,301012
Apartment ,2 BHK,600.0,Malad West,Mumbai,19.18503952,72.81951141,2.0,0.0,0,Furnished,52000
Villa ,1 BHK,180.0,Kurla,Mumbai,19.05584908,72.92816162,1.0,0.0,<=100k,Unfurnished,5500
,1 BHK,550.0,Yerawada,Pune,18.56578255,73.8832016,1.0,0.0,0,Semi-Furnished,14000
Apartment ,3 BHK,1441.0,Baner,Pune,18.57219696,73.77565002,3.0,0.0,<=100k,Unfurnished,26000
Studio Apartment ,1 RK,352.0,East of Kailash,Delhi,28.55871391,77.25095367,1.0,1.0,<=100k,Furnished,13000
Apartment ,2 BHK,965.0,Kalyan West,Mumbai,19.26552963,73.13800812,2.0,0.0,<=100k,Unfurnished,11000
Apartment ,1 BHK,597.0,Borivali East,Mumbai,19.21932411,72.87076569,2.0,0.0,0,Furnished,33000
Apartment ,1 BHK,580.0,Mira Road East,Mumbai,19.28087616,72.87459564,1.0,0.0,0,Semi-Furnished,13000
Independent House ,5 BHK,6521.0,Vasant Kunj,Delhi,28.52631378,77.14366913,4.0,2.0,>100k,Unfurnished,300110
Independent Floor ,3 BHK,2856.0,Saket,Delhi,28.52354813,77.20014191,3.0,2.0,>100k,Unfurnished,301012
Apartment ,1 BHK,850.0,Pimple Gurav,Pune,18.59726143,73.81361389,1.0,0.0,0,Semi-Furnished,9500
Villa ,5 BHK,6254.0,Geetanjali Enclave,Delhi,28.53087997,77.20243073,,2.0,>100k,Unfurnished,308212
Apartment ,4 BHK,2400.0,Sector 11 Dwarka,Delhi,28.58954048,77.04999542,4.0,0.0,0,Semi-Furnished,60000
Apartment ,2 BHK,,Malabar Hill,Mumbai,18.95371056,72.8004303,2.0,0.0,0,Furnished,90000
Studio Apartment ,1 RK,370.0,Karampura,Delhi,28.6656723,77.14891052,1.0,0.0,0,Furnished,23000
Apartment ,1 BHK,550.0,Vikhroli,Mumbai,19.12318611,72.92631531,2.0,0.0,0,Unfurnished,28000
Villa ,5 BHK,6521.0,Ghitorni,Delhi,28.49571991,77.13581085,4.0,2.0,>100k,Unfurnished,301010
,2 BHK,987.0,Wagholi,Pune,18.57443619,73.98206329,2.0,2.0,<=100k,Unfurnished,14000
Independent Floor ,4 BHK,1500.0,Kalyan Vihar,Delhi,28.68982697,77.19462585,3.0,0.0,0,Semi-Furnished,39000
Apartment ,3 BHK,1680.0,Charholi Budruk,Pune,18.64663315,73.87836456,3.0,2.0,<=100k,Furnished,30000
Apartment ,2 BHK,1280.0,Aundh,Pune,18.5673275,73.80388641,2.0,2.0,<=100k,Unfurnished,25000
Independent Floor ,3 BHK,1800.0,Safdarjung Enclave,Delhi,28.56687927,77.19239807,3.0,0.0,,Semi-Furnished,80000
Apartment ,2 BHK,1305.0,Kharghar,Mumbai,19.07082176,73.08248138,2.0,0.0,<=100k,Semi-Furnished,33000
Independent Floor ,4 BHK,3650.0,Vasant Vihar,Delhi,28.55988312,77.15815735,5.0,0.0,0,Semi-Furnished,300000
,1 BHK,400.0,Sector 12 Dwarka,Delhi,28.59508514,77.0379715,1.0,0.0,<=100k,Furnished,8500
Independent Floor ,2 BHK,999.0,Lajpat Nagar,Delhi,28.57617188,77.24238586,,0.0,0,Semi-Furnished,35964
Apartment ,2 BHK,1046.0,Pashan,Pune,18.55077171,73.79243469,2.0,0.0,<=100k,Unfurnished,20000
Apartment ,2 BHK,980.0,Kharadi,Pune,18.55183411,73.96214294,2.0,0.0,0,Semi-Furnished,35000
Apartment ,1 BHK,580.0,Thane West,Mumbai,19.22629738,72.96929932,1.0,0.0,0,Furnished,23000
Independent House ,5 BHK,6251.0,Vasant Kunj,Delhi,28.52631378,77.14366913,4.0,2.0,>100k,Unfurnished,564195
Studio Apartment ,1 RK,250.0,Andheri East,Mumbai,19.13683128,72.86800385,1.0,0.0,0,Semi-Furnished,15500
Independent Floor ,4 BHK,5896.0,Sunder Nagar,Delhi,28.61843681,76.96178436,4.0,2.0,>100k,Unfurnished,401010
,2 BHK,1034.0,Wagholi,Pune,18.56959343,73.95823669,2.0,0.0,<=100k,Furnished,20000
Apartment ,2 BHK,720.0,Sector 19 Dwarka,Delhi,28.57625961,77.04273224,,0.0,0,Furnished,27000
Independent Floor ,4 BHK,5896.0,Niti Bagh,Delhi,28.55949974,77.21679688,4.0,2.0,>100k,Unfurnished,312012
,2 BHK,1120.0,Baner,Pune,18.56068611,73.77831268,2.0,2.0,<=100k,Unfurnished,18000
Apartment ,2 BHK,900.0,Pimple Saudagar,Pune,18.59686661,73.80332184,2.0,0.0,<=100k,Unfurnished,23000
Apartment ,3 BHK,1300.0,Janakpuri,Delhi,28.62412453,77.08145905,2.0,1.0,,Semi-Furnished,32000
Independent Floor ,3 BHK,2856.0,Safdarjung Enclave,Delhi,28.56125832,77.19052124,3.0,2.0,>100k,Unfurnished,202020
Apartment ,3 BHK,1800.0,Worli,Mumbai,19.00309181,72.82584381,3.0,0.0,0,Semi-Furnished,275000
Independent Floor ,4 BHK,5896.0,Golf Links,Delhi,28.59763908,77.23332977,4.0,2.0,>100k,Unfurnished,401012
Independent Floor ,3 BHK,2856.0,Vasant Vihar,Delhi,28.55739021,77.15714264,3.0,2.0,>100k,Unfurnished,301011
Independent Floor ,3 BHK,2250.0,Chittaranjan Park,Delhi,28.54453087,77.24827576,3.0,0.0,0,Semi-Furnished,100000
Apartment ,3 BHK,1460.0,Sewri,Mumbai,19.00346565,72.8421402,2.0,0.0,0,Semi-Furnished,150000
Independent Floor ,3 BHK,2856.0,Vasant Vihar,Delhi,28.55739021,77.15714264,3.0,2.0,>100k,Unfurnished,310101
Apartment ,1 BHK,610.0,Mira Road East,Mumbai,19.27972221,72.88388824,2.0,0.0,0,Unfurnished,19500
Apartment ,2 BHK,,Kanjurmarg,Mumbai,19.13684273,72.93132019,2.0,0.0,,Semi-Furnished,35000
Apartment ,2 BHK,1210.0,Kharghar,Mumbai,19.0345726,73.06755829,2.0,0.0,0,Semi-Furnished,32000
Apartment ,2 BHK,950.0,Wagholi,Pune,18.58126259,73.98873901,2.0,1.0,<=100k,Unfurnished,10500
Apartment ,1 BHK,700.0,Hinjewadi,Pune,18.59160042,73.71278381,1.0,0.0,0,Furnished,18000
Villa ,5 BHK,,Vasant Kunj,Delhi,28.52631378,77.14366913,4.0,2.0,>100k,Unfurnished,504105
Apartment ,2 BHK,930.0,Wagholi,Pune,18.58878899,74.00847626,2.0,1.0,<=100k,Unfurnished,13500
Independent Floor ,3 BHK,2400.0,Panchsheel Enclave,Delhi,28.54448891,77.2288208,3.0,0.0,0,Semi-Furnished,90000
Apartment ,2 BHK,1100.0,Juhu,Mumbai,19.1009407,72.83198547,2.0,0.0,0,Furnished,70000
Studio Apartment ,1 RK,320.0,Karve Nagar,Pune,18.49023247,73.819664,1.0,0.0,0,Unfurnished,8000
Apartment ,2 BHK,1080.0,Yerawada,Pune,18.55807495,73.8818512,2.0,1.0,<=100k,Furnished,20000
Apartment ,1 BHK,530.0,Andheri East,Mumbai,19.12290573,72.88780212,2.0,0.0,0,Unfurnished,32000
Apartment ,2 BHK,980.0,Ulwe,Mumbai,18.97223091,73.02945709,2.0,0.0,0,Semi-Furnished,28000
Apartment ,2 BHK,1200.0,Ghansoli,Mumbai,19.12185478,72.99793243,2.0,0.0,>100k,Furnished,54000
Apartment ,1 BHK,600.0,Aundh,Pune,18.56040573,73.80667114,1.0,1.0,<=100k,Furnished,20000
Apartment ,3 BHK,998.0,Wagholi,Pune,18.5781498,74.00430298,3.0,0.0,<=100k,Semi-Furnished,30000
Villa ,4 BHK,5896.0,Anand Niketan,Delhi,28.57893944,77.16504669,4.0,2.0,>100k,Unfurnished,549181
Apartment ,2 BHK,986.0,Wagholi,Pune,18.57388115,73.97631073,2.0,2.0,<=100k,Semi-Furnished,10000
Independent Floor ,2 BHK,720.0,Janakpuri,Delhi,28.62119293,77.09102631,2.0,0.0,0,Semi-Furnished,30000
Apartment ,2 BHK,890.0,Dhanori,Pune,18.60419464,73.90248871,2.0,2.0,<=100k,Unfurnished,20000
Independent House ,4 BHK,5896.0,Sainik Farm,Delhi,28.50527763,77.20741272,4.0,4.0,>100k,Unfurnished,301022
,4 BHK,5896.0,Vasant Vihar,Delhi,28.55739021,77.15714264,4.0,2.0,>100k,Unfurnished,401012
Apartment ,2 BHK,950.0,Powai,Mumbai,19.11872673,72.90856171,2.0,0.0,0,Unfurnished,68000
Apartment ,2 BHK,840.0,Virar,Mumbai,19.46809959,72.79780579,2.0,0.0,0,Unfurnished,8000
Apartment ,2 BHK,1080.0,Dhanori,Pune,18.59936523,73.9050827,2.0,2.0,<=100k,Semi-Furnished,19000
Apartment ,1 BHK,720.0,Andheri East,Mumbai,19.11641121,72.87969208,2.0,0.0,<=100k,Unfurnished,30000
Independent Floor ,3 BHK,,Kirti Nagar,Delhi,28.64817238,77.14144897,3.0,0.0,0,Semi-Furnished,50000
Independent Floor ,3 BHK,1350.0,Prashant Vihar Sector 14,Delhi,28.7157402,77.13514709,3.0,1.0,<=100k,Semi-Furnished,50000
,1 RK,350.0,Kothrud,Pune,18.50739861,73.80764771,1.0,0.0,0,Semi-Furnished,8500
Independent Floor ,4 BHK,2050.0,Green Park,Delhi,28.55524445,77.20317078,4.0,0.0,0,Semi-Furnished,200000
Apartment ,1 BHK,550.0,Tardeo,Mumbai,18.96496964,72.80918121,2.0,0.0,,Furnished,60000
Apartment ,2 BHK,851.0,Ravet,Pune,18.64532852,73.75150299,2.0,0.0,<=100k,Semi-Furnished,16000
Villa ,4 BHK,5896.0,Panchsheel Enclave,Delhi,28.54351997,77.22973633,4.0,4.0,>100k,Unfurnished,504015
Independent Floor ,6 BHK,2000.0,Shakti Nagar,Delhi,28.68008995,77.195961,6.0,2.0,<=100k,Furnished,10000
Apartment ,2 BHK,1150.0,Kharghar,Mumbai,19.0435276,73.06318665,2.0,0.0,0,Semi-Furnished,25000
Independent Floor ,4 BHK,5896.0,New Friends Colony,Delhi,28.56705093,77.27355957,4.0,2.0,>100k,Unfurnished,325562
Apartment ,3 BHK,1100.0,Khar West,Mumbai,19.07024956,72.8334198,3.0,0.0,0,Furnished,165000
Apartment ,2 BHK,980.0,Dhanori,Pune,18.60192871,73.90148163,2.0,0.0,,Semi-Furnished,20000
Independent Floor ,3 BHK,2856.0,Golf Links,Delhi,28.59763908,77.23332977,3.0,2.0,>100k,Unfurnished,401012
Independent Floor ,3 BHK,1500.0,Pitampura,Delhi,28.69330788,77.12986755,3.0,0.0,0,Semi-Furnished,35000
Apartment ,2 BHK,1000.0,Karve Nagar,Pune,18.48571777,73.81295776,2.0,0.0,0,Semi-Furnished,19000
Independent Floor ,4 BHK,6521.0,New Friends Colony,Delhi,28.56705093,77.27355957,4.0,2.0,>100k,Unfurnished,301012
Apartment ,2 BHK,972.0,Borivali East,Mumbai,19.222826,72.85998535,,0.0,>100k,Unfurnished,35000
Apartment ,1 BHK,620.0,Dhayari,Pune,18.44493675,73.8012085,1.0,0.0,0,Unfurnished,6500
Independent Floor ,3 BHK,2856.0,Vasant Vihar,Delhi,28.55739021,77.15714264,,2.0,>100k,Unfurnished,301012
Independent Floor ,4 BHK,5896.0,Niti Bagh,Delhi,28.55949974,77.21679688,4.0,2.0,>100k,Unfurnished,410105
Apartment ,2 BHK,850.0,Santacruz East,Mumbai,19.07842636,72.85665894,2.0,0.0,0,Furnished,55000
Independent Floor ,3 BHK,900.0,Prashant Vihar Sector 14,Delhi,28.7157402,77.13514709,2.0,1.0,,Semi-Furnished,30000
,5 BHK,6521.0,Anand Niketan,Delhi,28.57893944,77.16504669,4.0,2.0,>100k,Unfurnished,401102
Apartment ,2 BHK,793.0,Wagholi,Pune,18.59058952,73.99626923,2.0,0.0,<=100k,Furnished,16000
,3 BHK,1400.0,Powai,Mumbai,19.11564827,72.8924942,3.0,0.0,0,Semi-Furnished,58000
Independent Floor ,3 BHK,2856.0,Jor bagh,Delhi,28.67728996,77.15930176,3.0,2.0,>100k,Unfurnished,301012
Independent Floor ,4 BHK,5896.0,Hauz Khas,Delhi,28.55542183,77.20988464,4.0,4.0,>100k,Unfurnished,235562
Independent Floor ,3 BHK,1750.0,Shalimar Bagh,Delhi,28.71273994,77.16290283,3.0,1.0,>100k,Semi-Furnished,60000
,3 BHK,2856.0,West End,Delhi,28.57413292,77.16131592,3.0,2.0,>100k,Unfurnished,301012
Apartment ,2 BHK,1200.0,NIBM Annex Mohammadwadi,Pune,18.4762764,73.90934753,2.0,2.0,<=100k,Semi-Furnished,23000
Apartment ,2 BHK,1120.0,Chembur,Mumbai,19.05841637,72.89078522,2.0,0.0,0,Unfurnished,48000
Apartment ,2 BHK,1120.0,Mundhwa,Pune,18.53276825,73.93916321,2.0,2.0,<=100k,Unfurnished,23000
Apartment ,3 BHK,1800.0,vile parle west,Mumbai,19.11169052,72.92162323,4.0,0.0,>100k,Furnished,175000
,2 BHK,1000.0,Hinjewadi,Pune,18.58396339,73.69768524,,0.0,0,Unfurnished,17000
Apartment ,4 BHK,2400.0,Sector 11 Dwarka,Delhi,28.58890533,77.04972839,,0.0,0,Semi-Furnished,48000
Villa ,4 BHK,5896.0,Prithviraj Road,Delhi,28.6001606,77.22097778,,2.0,>100k,Unfurnished,1256461
Apartment ,2 BHK,930.0,Wagholi,Pune,18.58878899,74.00847626,2.0,0.0,<=100k,Unfurnished,10000
Apartment ,1 BHK,515.0,Ghansoli,Mumbai,19.12399673,72.9980545,2.0,0.0,<=100k,Unfurnished,15500
Apartment ,2 BHK,900.0,Ville Parle East,Mumbai,19.0951004,72.8605957,2.0,0.0,0,Furnished,65000
Independent Floor ,3 BHK,1600.0,Greater kailash 1,Delhi,28.55195999,77.23581696,2.0,0.0,0,Semi-Furnished,100000
Villa ,4 BHK,,Panchsheel Park,Delhi,28.54154015,77.21611786,4.0,4.0,>100k,Unfurnished,640101
Apartment ,1 BHK,437.0,Dombivali,Mumbai,19.20936394,73.09390259,1.0,0.0,0,Unfurnished,10000
Apartment ,2 BHK,952.0,Wagholi,Pune,18.56959343,73.95823669,2.0,2.0,<=100k,Semi-Furnished,16000
Independent Floor ,3 BHK,2856.0,Panchsheel Enclave,Delhi,28.54351997,77.22973633,3.0,2.0,>100k,Unfurnished,301022
Independent Floor ,4 BHK,2200.0,Jamia Nagar,Delhi,28.55385208,77.29555511,2.0,1.0,<=100k,Semi-Furnished,25000
Apartment ,2 BHK,905.0,Wakad,Pune,18.5906601,73.77902985,2.0,0.0,0,Semi-Furnished,18000
,4 BHK,3621.0,Navjeevan Vihar,Delhi,28.53347588,77.19955444,4.0,2.0,>100k,Unfurnished,253562
Apartment ,2 BHK,1050.0,Kharadi,Pune,18.55264091,73.94025421,2.0,0.0,0,Unfurnished,26000
Apartment ,3 BHK,1224.0,Marunji,Pune,18.61275101,73.71643066,3.0,0.0,0,Furnished,50000
Independent Floor ,3 BHK,3000.0,Rajouri Garden,Delhi,28.63879013,77.12237549,2.0,0.0,0,Semi-Furnished,65000
Apartment ,2 BHK,725.0,Virar,Mumbai,19.46796227,72.80297852,2.0,1.0,<=100k,Semi-Furnished,11000
Apartment ,2 BHK,1100.0,Andheri East,Mumbai,19.12188911,72.82594299,2.0,0.0,0,Semi-Furnished,57000
Independent Floor ,3 BHK,2856.0,Vasant Vihar,Delhi,28.55739021,77.15714264,3.0,2.0,>100k,Unfurnished,310102
Apartment ,2 BHK,1050.0,Borivali West,Mumbai,19.23558235,72.84405518,2.0,0.0,,Unfurnished,43000
Apartment ,1 BHK,624.0,Thane West,Mumbai,19.27476883,72.96337128,2.0,0.0,0,Furnished,15999
Apartment ,2 BHK,923.0,Kalyan West,Mumbai,19.2482357,73.14151764,2.0,3.0,<=100k,Unfurnished,20000
Apartment ,3 BHK,1300.0,Goregaon West,Mumbai,19.16894722,72.84313965,3.0,0.0,0,Unfurnished,85000
Apartment ,2 BHK,1025.0,Dhanori,Pune,18.59784889,73.89923859,2.0,2.0,,Semi-Furnished,27000
Apartment ,2 BHK,650.0,Dhanori,Pune,18.59836388,73.90181732,1.0,0.0,0,Semi-Furnished,17000
Apartment ,2 BHK,850.0,Santacruz East,Mumbai,19.07627678,72.86540222,2.0,0.0,0,Semi-Furnished,44999
Independent Floor ,3 BHK,1600.0,Rajouri Garden,Delhi,28.64235115,77.12369537,,0.0,0,Furnished,45000
Apartment ,2 BHK,1060.0,Mulund West,Mumbai,19.15857124,72.94791412,,0.0,0,Semi-Furnished,39000
Apartment ,2 BHK,945.0,Tathawade,Pune,18.6384201,73.73475647,2.0,0.0,0,Semi-Furnished,13100
Apartment ,3 BHK,1350.0,Worli,Mumbai,18.99875069,72.81726837,2.0,0.0,0,Semi-Furnished,190000
,2 BHK,1080.0,Wagholi,Pune,18.58279419,73.97045135,2.0,2.0,,Semi-Furnished,21000
Apartment ,3 BHK,1525.0,Kharghar,Mumbai,19.07026482,73.06941223,3.0,3.0,<=100k,Semi-Furnished,52000
